年月,都道府県,未使用1,未使用2,未使用3,店舗タイプ,未使用4,ジョブカテゴリ,カウント
2015-07-01,岐阜県,-,-,-,大型,-,,37
2015-07-01,静岡県,-,-,-,大型,-,,28
2015-07-01,愛知県,-,-,-,大型,-,,110
2015-07-01,三重県,-,-,-,大型,-,,39
2015-07-01,滋賀県,-,-,-,大型,-,,44
2015-07-01,京都府,-,-,-,大型,-,,50
2015-07-01,大阪府,-,-,-,大型,-,,175
2015-07-01,兵庫県,-,-,-,大型,-,,81
2015-07-01,奈良県,-,-,-,大型,-,,28
2015-07-01,和歌山県,-,-,-,大型,-,,11
2015-07-01,鳥取県,-,-,-,大型,-,,9
2015-07-01,島根県,-,-,-,大型,-,,12
2015-07-01,岡山県,-,-,-,大型,-,,26
2015-07-01,広島県,-,-,-,大型,-,,41
2015-07-01,山口県,-,-,-,大型,-,,27
2015-07-01,徳島県,-,-,-,大型,-,,5
2015-07-01,香川県,-,-,-,大型,-,,11
2015-07-01,愛媛県,-,-,-,大型,-,,13
2015-07-01,高知県,-,-,-,大型,-,,7
2015-07-01,福岡県,-,-,-,大型,-,,89
2015-07-01,佐賀県,-,-,-,大型,-,,13
2015-07-01,長崎県,-,-,-,大型,-,,18
2015-07-01,熊本県,-,-,-,大型,-,,33
2015-07-01,大分県,-,-,-,大型,-,,29
2015-07-01,宮崎県,-,-,-,大型,-,,15
2015-07-01,鹿児島県,-,-,-,大型,-,,26
2015-07-01,沖縄県,-,-,-,大型,-,,32
2015-08-01,北海道,-,-,-,大型,-,,90
2015-08-01,青森県,-,-,-,大型,-,,24
2015-08-01,岩手県,-,-,-,大型,-,,20
2015-08-01,宮城県,-,-,-,大型,-,,24
2015-08-01,秋田県,-,-,-,大型,-,,20
2015-08-01,山形県,-,-,-,大型,-,,9
2015-08-01,福島県,-,-,-,大型,-,,21
2015-08-01,茨城県,-,-,-,大型,-,,32
2015-08-01,栃木県,-,-,-,大型,-,,22
2015-08-01,群馬県,-,-,-,大型,-,,37
2015-08-01,埼玉県,-,-,-,大型,-,,80
2015-08-01,千葉県,-,-,-,大型,-,,96
2015-08-01,東京都,-,-,-,大型,-,,130
2015-08-01,神奈川県,-,-,-,大型,-,,96
2015-08-01,新潟県,-,-,-,大型,-,,31
2015-08-01,山梨県,-,-,-,大型,-,,10
2015-08-01,長野県,-,-,-,大型,-,,36
2015-08-01,富山県,-,-,-,大型,-,,15
2015-08-01,石川県,-,-,-,大型,-,,18
2015-08-01,福井県,-,-,-,大型,-,,11
2015-08-01,岐阜県,-,-,-,大型,-,,37
2015-08-01,静岡県,-,-,-,大型,-,,27
2015-08-01,愛知県,-,-,-,大型,-,,110
2015-08-01,三重県,-,-,-,大型,-,,39
2015-08-01,滋賀県,-,-,-,大型,-,,44
2015-08-01,京都府,-,-,-,大型,-,,51
2015-08-01,大阪府,-,-,-,大型,-,,174
2015-08-01,兵庫県,-,-,-,大型,-,,80
2015-08-01,奈良県,-,-,-,大型,-,,28
2015-08-01,和歌山県,-,-,-,大型,-,,11
2015-08-01,鳥取県,-,-,-,大型,-,,9
2015-08-01,島根県,-,-,-,大型,-,,12
2015-08-01,岡山県,-,-,-,大型,-,,26
2015-08-01,広島県,-,-,-,大型,-,,41
2015-08-01,山口県,-,-,-,大型,-,,27
2015-08-01,徳島県,-,-,-,大型,-,,5
2015-08-01,香川県,-,-,-,大型,-,,11
2015-08-01,愛媛県,-,-,-,大型,-,,13
2015-08-01,高知県,-,-,-,大型,-,,7
2015-08-01,福岡県,-,-,-,大型,-,,88
2015-08-01,佐賀県,-,-,-,大型,-,,13
2015-08-01,長崎県,-,-,-,大型,-,,18
2015-08-01,熊本県,-,-,-,大型,-,,33
2015-08-01,大分県,-,-,-,大型,-,,29
2015-08-01,宮崎県,-,-,-,大型,-,,15
2015-08-01,鹿児島県,-,-,-,大型,-,,26
2015-08-01,沖縄県,-,-,-,大型,-,,32
2015-09-01,北海道,-,-,-,大型,-,,90
2015-09-01,青森県,-,-,-,大型,-,,24
2015-09-01,岩手県,-,-,-,大型,-,,20
2015-09-01,宮城県,-,-,-,大型,-,,24
2015-09-01,秋田県,-,-,-,大型,-,,20
2015-09-01,山形県,-,-,-,大型,-,,9
2015-09-01,福島県,-,-,-,大型,-,,21
2015-09-01,茨城県,-,-,-,大型,-,,32
2015-09-01,栃木県,-,-,-,大型,-,,22
2015-09-01,群馬県,-,-,-,大型,-,,37
2015-09-01,埼玉県,-,-,-,大型,-,,80
2015-09-01,千葉県,-,-,-,大型,-,,97
2015-09-01,東京都,-,-,-,大型,-,,130
2015-09-01,神奈川県,-,-,-,大型,-,,96
2015-09-01,新潟県,-,-,-,大型,-,,31
2015-09-01,山梨県,-,-,-,大型,-,,10
2015-09-01,長野県,-,-,-,大型,-,,36
2015-09-01,富山県,-,-,-,大型,-,,15
2015-09-01,石川県,-,-,-,大型,-,,18
2015-09-01,福井県,-,-,-,大型,-,,11
2015-09-01,岐阜県,-,-,-,大型,-,,37
2015-09-01,静岡県,-,-,-,大型,-,,27
2015-09-01,愛知県,-,-,-,大型,-,,109
2015-09-01,三重県,-,-,-,大型,-,,40
2015-09-01,滋賀県,-,-,-,大型,-,,44
2015-09-01,京都府,-,-,-,大型,-,,51
2015-09-01,大阪府,-,-,-,大型,-,,172
2015-09-01,兵庫県,-,-,-,大型,-,,80
2015-09-01,奈良県,-,-,-,大型,-,,28
2015-09-01,和歌山県,-,-,-,大型,-,,11
2015-09-01,鳥取県,-,-,-,大型,-,,9
2015-09-01,島根県,-,-,-,大型,-,,12
2015-09-01,岡山県,-,-,-,大型,-,,26
2015-09-01,広島県,-,-,-,大型,-,,41
2015-09-01,山口県,-,-,-,大型,-,,27
2015-09-01,徳島県,-,-,-,大型,-,,5
2015-09-01,香川県,-,-,-,大型,-,,11
2015-09-01,愛媛県,-,-,-,大型,-,,13
2015-09-01,高知県,-,-,-,大型,-,,7
2015-09-01,福岡県,-,-,-,大型,-,,89
2015-09-01,佐賀県,-,-,-,大型,-,,13
2015-09-01,長崎県,-,-,-,大型,-,,18
2015-09-01,熊本県,-,-,-,大型,-,,33
2015-09-01,大分県,-,-,-,大型,-,,29
2015-09-01,宮崎県,-,-,-,大型,-,,15
2015-09-01,鹿児島県,-,-,-,大型,-,,25
2015-09-01,沖縄県,-,-,-,大型,-,,32
2015-10-01,北海道,-,-,-,大型,-,,90
2015-10-01,青森県,-,-,-,大型,-,,25
2015-10-01,岩手県,-,-,-,大型,-,,20
2015-10-01,宮城県,-,-,-,大型,-,,24
2015-10-01,秋田県,-,-,-,大型,-,,20
2015-10-01,山形県,-,-,-,大型,-,,9
2015-10-01,福島県,-,-,-,大型,-,,21
2015-10-01,茨城県,-,-,-,大型,-,,32
2015-10-01,栃木県,-,-,-,大型,-,,22
2015-10-01,群馬県,-,-,-,大型,-,,36
2015-10-01,埼玉県,-,-,-,大型,-,,80
2015-10-01,千葉県,-,-,-,大型,-,,96
2015-10-01,東京都,-,-,-,大型,-,,130
2015-10-01,神奈川県,-,-,-,大型,-,,95
2015-10-01,新潟県,-,-,-,大型,-,,31
2015-10-01,山梨県,-,-,-,大型,-,,10
2015-10-01,長野県,-,-,-,大型,-,,36
2015-10-01,富山県,-,-,-,大型,-,,15
2015-10-01,石川県,-,-,-,大型,-,,18
2015-10-01,福井県,-,-,-,大型,-,,11
2015-10-01,岐阜県,-,-,-,大型,-,,37
2015-10-01,静岡県,-,-,-,大型,-,,26
2015-10-01,愛知県,-,-,-,大型,-,,109
2015-10-01,三重県,-,-,-,大型,-,,40
2015-10-01,滋賀県,-,-,-,大型,-,,44
2015-10-01,京都府,-,-,-,大型,-,,51
2015-10-01,大阪府,-,-,-,大型,-,,172
2015-10-01,兵庫県,-,-,-,大型,-,,80
2015-10-01,奈良県,-,-,-,大型,-,,28
2015-10-01,和歌山県,-,-,-,大型,-,,11
2015-10-01,鳥取県,-,-,-,大型,-,,9
2015-10-01,島根県,-,-,-,大型,-,,12
2015-10-01,岡山県,-,-,-,大型,-,,25
2015-10-01,広島県,-,-,-,大型,-,,41
2015-10-01,山口県,-,-,-,大型,-,,27
2015-10-01,徳島県,-,-,-,大型,-,,5
2015-10-01,香川県,-,-,-,大型,-,,11
2015-10-01,愛媛県,-,-,-,大型,-,,13
2015-10-01,高知県,-,-,-,大型,-,,7
2015-10-01,福岡県,-,-,-,大型,-,,89
2015-10-01,佐賀県,-,-,-,大型,-,,13
2015-10-01,長崎県,-,-,-,大型,-,,18
2015-10-01,熊本県,-,-,-,大型,-,,33
2015-10-01,大分県,-,-,-,大型,-,,29
2015-10-01,宮崎県,-,-,-,大型,-,,15
2015-10-01,鹿児島県,-,-,-,大型,-,,25
2015-10-01,沖縄県,-,-,-,大型,-,,32
2015-11-01,北海道,-,-,-,大型,-,,89
2015-11-01,青森県,-,-,-,大型,-,,25
2015-11-01,岩手県,-,-,-,大型,-,,23
2015-11-01,宮城県,-,-,-,大型,-,,24
2015-11-01,秋田県,-,-,-,大型,-,,20
2015-11-01,山形県,-,-,-,大型,-,,9
2015-11-01,福島県,-,-,-,大型,-,,21
2015-11-01,茨城県,-,-,-,大型,-,,31
2015-11-01,栃木県,-,-,-,大型,-,,22
2015-11-01,群馬県,-,-,-,大型,-,,36
2015-11-01,埼玉県,-,-,-,大型,-,,80
2015-11-01,千葉県,-,-,-,大型,-,,96
2015-11-01,東京都,-,-,-,大型,-,,131
2015-11-01,神奈川県,-,-,-,大型,-,,95
2015-11-01,新潟県,-,-,-,大型,-,,31
2015-11-01,山梨県,-,-,-,大型,-,,10
2015-11-01,長野県,-,-,-,大型,-,,37
2015-11-01,富山県,-,-,-,大型,-,,15
2015-11-01,石川県,-,-,-,大型,-,,18
2015-11-01,福井県,-,-,-,大型,-,,11
2015-11-01,岐阜県,-,-,-,大型,-,,37
2015-11-01,静岡県,-,-,-,大型,-,,27
2015-11-01,愛知県,-,-,-,大型,-,,110
2015-11-01,三重県,-,-,-,大型,-,,40
2015-11-01,滋賀県,-,-,-,大型,-,,44
2015-11-01,京都府,-,-,-,大型,-,,51
2015-11-01,大阪府,-,-,-,大型,-,,173
2015-11-01,兵庫県,-,-,-,大型,-,,80
2015-11-01,奈良県,-,-,-,大型,-,,28
2015-11-01,和歌山県,-,-,-,大型,-,,11
2015-11-01,鳥取県,-,-,-,大型,-,,9
2015-11-01,島根県,-,-,-,大型,-,,12
2015-11-01,岡山県,-,-,-,大型,-,,25
2015-11-01,広島県,-,-,-,大型,-,,41
2015-11-01,山口県,-,-,-,大型,-,,26
2015-11-01,徳島県,-,-,-,大型,-,,5
2015-11-01,香川県,-,-,-,大型,-,,11
2015-11-01,愛媛県,-,-,-,大型,-,,13
2015-11-01,高知県,-,-,-,大型,-,,7
2015-11-01,福岡県,-,-,-,大型,-,,89
2015-11-01,佐賀県,-,-,-,大型,-,,13
2015-11-01,長崎県,-,-,-,大型,-,,18
2015-11-01,熊本県,-,-,-,大型,-,,33
2015-11-01,大分県,-,-,-,大型,-,,29
2015-11-01,宮崎県,-,-,-,大型,-,,15
2015-11-01,鹿児島県,-,-,-,大型,-,,25
2015-11-01,沖縄県,-,-,-,大型,-,,32
2015-12-01,北海道,-,-,-,大型,-,,89
2015-12-01,青森県,-,-,-,大型,-,,25
2015-12-01,岩手県,-,-,-,大型,-,,23
2015-12-01,宮城県,-,-,-,大型,-,,25
2015-12-01,秋田県,-,-,-,大型,-,,20
2015-12-01,山形県,-,-,-,大型,-,,9
2015-12-01,福島県,-,-,-,大型,-,,21
2015-12-01,茨城県,-,-,-,大型,-,,31
2015-12-01,栃木県,-,-,-,大型,-,,22
2015-12-01,群馬県,-,-,-,大型,-,,36
2015-12-01,埼玉県,-,-,-,大型,-,,80
2015-12-01,千葉県,-,-,-,大型,-,,96
2015-12-01,東京都,-,-,-,大型,-,,133
2015-12-01,神奈川県,-,-,-,大型,-,,94
2015-12-01,新潟県,-,-,-,大型,-,,31
2015-12-01,山梨県,-,-,-,大型,-,,10
2015-12-01,長野県,-,-,-,大型,-,,37
2015-12-01,富山県,-,-,-,大型,-,,15
2015-12-01,石川県,-,-,-,大型,-,,18
2015-12-01,福井県,-,-,-,大型,-,,11
2015-12-01,岐阜県,-,-,-,大型,-,,37
2015-12-01,静岡県,-,-,-,大型,-,,27
2015-12-01,愛知県,-,-,-,大型,-,,113
2015-12-01,三重県,-,-,-,大型,-,,40
2015-12-01,滋賀県,-,-,-,大型,-,,44
2015-12-01,京都府,-,-,-,大型,-,,49
2015-12-01,大阪府,-,-,-,大型,-,,173
2015-12-01,兵庫県,-,-,-,大型,-,,80
2015-12-01,奈良県,-,-,-,大型,-,,28
2015-12-01,和歌山県,-,-,-,大型,-,,11
2015-12-01,鳥取県,-,-,-,大型,-,,9
2015-12-01,島根県,-,-,-,大型,-,,12
2015-12-01,岡山県,-,-,-,大型,-,,25
2015-12-01,広島県,-,-,-,大型,-,,41
2015-12-01,山口県,-,-,-,大型,-,,26
2015-12-01,徳島県,-,-,-,大型,-,,5
2015-12-01,香川県,-,-,-,大型,-,,11
2015-12-01,愛媛県,-,-,-,大型,-,,13
2015-12-01,高知県,-,-,-,大型,-,,7
2015-12-01,福岡県,-,-,-,大型,-,,89
2015-12-01,佐賀県,-,-,-,大型,-,,13
2015-12-01,長崎県,-,-,-,大型,-,,18
2015-12-01,熊本県,-,-,-,大型,-,,33
2015-12-01,大分県,-,-,-,大型,-,,29
2015-12-01,宮崎県,-,-,-,大型,-,,15
2015-12-01,鹿児島県,-,-,-,大型,-,,26
2015-12-01,沖縄県,-,-,-,大型,-,,32
2016-01-01,北海道,-,-,-,大型,-,,89
2016-01-01,青森県,-,-,-,大型,-,,25
2016-01-01,岩手県,-,-,-,大型,-,,23
2016-01-01,宮城県,-,-,-,大型,-,,25
2016-01-01,秋田県,-,-,-,大型,-,,20
2016-01-01,山形県,-,-,-,大型,-,,9
2016-01-01,福島県,-,-,-,大型,-,,21
2016-01-01,茨城県,-,-,-,大型,-,,30
2016-01-01,栃木県,-,-,-,大型,-,,22
2016-01-01,群馬県,-,-,-,大型,-,,36
2016-01-01,埼玉県,-,-,-,大型,-,,80
2016-01-01,千葉県,-,-,-,大型,-,,96
2016-01-01,東京都,-,-,-,大型,-,,133
2016-01-01,神奈川県,-,-,-,大型,-,,94
2016-01-01,新潟県,-,-,-,大型,-,,31
2016-01-01,山梨県,-,-,-,大型,-,,10
2016-01-01,長野県,-,-,-,大型,-,,37
2016-01-01,富山県,-,-,-,大型,-,,15
2016-01-01,石川県,-,-,-,大型,-,,18
2016-01-01,福井県,-,-,-,大型,-,,11
2016-01-01,岐阜県,-,-,-,大型,-,,37
2016-01-01,静岡県,-,-,-,大型,-,,27
2016-01-01,愛知県,-,-,-,大型,-,,112
2016-01-01,三重県,-,-,-,大型,-,,39
2016-01-01,滋賀県,-,-,-,大型,-,,44
2016-01-01,京都府,-,-,-,大型,-,,49
2016-01-01,大阪府,-,-,-,大型,-,,173
2016-01-01,兵庫県,-,-,-,大型,-,,80
2016-01-01,奈良県,-,-,-,大型,-,,28
2016-01-01,和歌山県,-,-,-,大型,-,,11
2016-01-01,鳥取県,-,-,-,大型,-,,9
2016-01-01,島根県,-,-,-,大型,-,,12
2016-01-01,岡山県,-,-,-,大型,-,,25
2016-01-01,広島県,-,-,-,大型,-,,41
2016-01-01,山口県,-,-,-,大型,-,,26
2016-01-01,徳島県,-,-,-,大型,-,,5
2016-01-01,香川県,-,-,-,大型,-,,11
2016-01-01,愛媛県,-,-,-,大型,-,,13
2016-01-01,高知県,-,-,-,大型,-,,7
2016-01-01,福岡県,-,-,-,大型,-,,88
2016-01-01,佐賀県,-,-,-,大型,-,,13
2016-01-01,長崎県,-,-,-,大型,-,,18
2016-01-01,熊本県,-,-,-,大型,-,,33
2016-01-01,大分県,-,-,-,大型,-,,29
2016-01-01,宮崎県,-,-,-,大型,-,,15
2016-01-01,鹿児島県,-,-,-,大型,-,,25
2016-01-01,沖縄県,-,-,-,大型,-,,32
2016-02-01,北海道,-,-,-,大型,-,,88
2016-02-01,青森県,-,-,-,大型,-,,25
2016-02-01,岩手県,-,-,-,大型,-,,23
2016-02-01,宮城県,-,-,-,大型,-,,25
2016-02-01,秋田県,-,-,-,大型,-,,20
2016-02-01,山形県,-,-,-,大型,-,,9
2016-02-01,福島県,-,-,-,大型,-,,21
2016-02-01,茨城県,-,-,-,大型,-,,30
2016-02-01,栃木県,-,-,-,大型,-,,22
2016-02-01,群馬県,-,-,-,大型,-,,36
2016-02-01,埼玉県,-,-,-,大型,-,,80
2016-02-01,千葉県,-,-,-,大型,-,,97
2016-02-01,東京都,-,-,-,大型,-,,131
2016-02-01,神奈川県,-,-,-,大型,-,,94
2016-02-01,新潟県,-,-,-,大型,-,,31
2016-02-01,山梨県,-,-,-,大型,-,,10
2016-02-01,長野県,-,-,-,大型,-,,37
2016-02-01,富山県,-,-,-,大型,-,,15
2016-02-01,石川県,-,-,-,大型,-,,18
2016-02-01,福井県,-,-,-,大型,-,,11
2016-02-01,岐阜県,-,-,-,大型,-,,37
2016-02-01,静岡県,-,-,-,大型,-,,27
2016-02-01,愛知県,-,-,-,大型,-,,112
2016-02-01,三重県,-,-,-,大型,-,,39
2016-02-01,滋賀県,-,-,-,大型,-,,44
2016-02-01,京都府,-,-,-,大型,-,,49
2016-02-01,大阪府,-,-,-,大型,-,,170
2016-02-01,兵庫県,-,-,-,大型,-,,77
2016-02-01,奈良県,-,-,-,大型,-,,27
2016-02-01,和歌山県,-,-,-,大型,-,,11
2016-02-01,鳥取県,-,-,-,大型,-,,10
2016-02-01,島根県,-,-,-,大型,-,,11
2016-02-01,岡山県,-,-,-,大型,-,,25
2016-02-01,広島県,-,-,-,大型,-,,41
2016-02-01,山口県,-,-,-,大型,-,,26
2016-02-01,徳島県,-,-,-,大型,-,,5
2016-02-01,香川県,-,-,-,大型,-,,11
2016-02-01,愛媛県,-,-,-,大型,-,,13
2016-02-01,高知県,-,-,-,大型,-,,7
2016-02-01,福岡県,-,-,-,大型,-,,87
2016-02-01,佐賀県,-,-,-,大型,-,,13
2016-02-01,長崎県,-,-,-,大型,-,,19
2016-02-01,熊本県,-,-,-,大型,-,,33
2016-02-01,大分県,-,-,-,大型,-,,29
2016-02-01,宮崎県,-,-,-,大型,-,,15
2016-02-01,鹿児島県,-,-,-,大型,-,,26
2016-02-01,沖縄県,-,-,-,大型,-,,32
2016-03-01,北海道,-,-,-,大型,-,,88
2016-03-01,青森県,-,-,-,大型,-,,26
2016-03-01,岩手県,-,-,-,大型,-,,23
2016-03-01,宮城県,-,-,-,大型,-,,25
2016-03-01,秋田県,-,-,-,大型,-,,20
2016-03-01,山形県,-,-,-,大型,-,,9
2016-03-01,福島県,-,-,-,大型,-,,22
2016-03-01,茨城県,-,-,-,大型,-,,30
2016-03-01,栃木県,-,-,-,大型,-,,22
2016-03-01,群馬県,-,-,-,大型,-,,36
2016-03-01,埼玉県,-,-,-,大型,-,,80
2016-03-01,千葉県,-,-,-,大型,-,,97
2016-03-01,東京都,-,-,-,大型,-,,131
2016-03-01,神奈川県,-,-,-,大型,-,,94
2016-03-01,新潟県,-,-,-,大型,-,,31
2016-03-01,山梨県,-,-,-,大型,-,,10
2016-03-01,長野県,-,-,-,大型,-,,37
2016-03-01,富山県,-,-,-,大型,-,,15
2016-03-01,石川県,-,-,-,大型,-,,18
2016-03-01,福井県,-,-,-,大型,-,,11
2016-03-01,岐阜県,-,-,-,大型,-,,37
2016-03-01,静岡県,-,-,-,大型,-,,27
2016-03-01,愛知県,-,-,-,大型,-,,113
2016-03-01,三重県,-,-,-,大型,-,,39
2016-03-01,滋賀県,-,-,-,大型,-,,45
2016-03-01,京都府,-,-,-,大型,-,,49
2016-03-01,大阪府,-,-,-,大型,-,,174
2016-03-01,兵庫県,-,-,-,大型,-,,80
2016-03-01,奈良県,-,-,-,大型,-,,28
2016-03-01,和歌山県,-,-,-,大型,-,,11
2016-03-01,鳥取県,-,-,-,大型,-,,10
2016-03-01,島根県,-,-,-,大型,-,,11
2016-03-01,岡山県,-,-,-,大型,-,,25
2016-03-01,広島県,-,-,-,大型,-,,41
2016-03-01,山口県,-,-,-,大型,-,,26
2016-03-01,徳島県,-,-,-,大型,-,,5
2016-03-01,香川県,-,-,-,大型,-,,11
2016-03-01,愛媛県,-,-,-,大型,-,,13
2016-03-01,高知県,-,-,-,大型,-,,7
2016-03-01,福岡県,-,-,-,大型,-,,87
2016-03-01,佐賀県,-,-,-,大型,-,,13
2016-03-01,長崎県,-,-,-,大型,-,,19
2016-03-01,熊本県,-,-,-,大型,-,,33
2016-03-01,大分県,-,-,-,大型,-,,29
2016-03-01,宮崎県,-,-,-,大型,-,,14
2016-03-01,鹿児島県,-,-,-,大型,-,,26
2016-03-01,沖縄県,-,-,-,大型,-,,32
2016-04-01,北海道,-,-,-,大型,-,,89
2016-04-01,青森県,-,-,-,大型,-,,26
2016-04-01,岩手県,-,-,-,大型,-,,23
2016-04-01,宮城県,-,-,-,大型,-,,25
2016-04-01,秋田県,-,-,-,大型,-,,20
2016-04-01,山形県,-,-,-,大型,-,,9
2016-04-01,福島県,-,-,-,大型,-,,22
2016-04-01,茨城県,-,-,-,大型,-,,30
2016-04-01,栃木県,-,-,-,大型,-,,22
2016-04-01,群馬県,-,-,-,大型,-,,36
2016-04-01,埼玉県,-,-,-,大型,-,,80
2016-04-01,千葉県,-,-,-,大型,-,,96
2016-04-01,東京都,-,-,-,大型,-,,130
2016-04-01,神奈川県,-,-,-,大型,-,,94
2016-04-01,新潟県,-,-,-,大型,-,,31
2016-04-01,山梨県,-,-,-,大型,-,,10
2016-04-01,長野県,-,-,-,大型,-,,37
2016-04-01,富山県,-,-,-,大型,-,,15
2016-04-01,石川県,-,-,-,大型,-,,18
2016-04-01,福井県,-,-,-,大型,-,,11
2016-04-01,岐阜県,-,-,-,大型,-,,37
2016-04-01,静岡県,-,-,-,大型,-,,27
2016-04-01,愛知県,-,-,-,大型,-,,113
2016-04-01,三重県,-,-,-,大型,-,,39
2016-04-01,滋賀県,-,-,-,大型,-,,45
2016-04-01,京都府,-,-,-,大型,-,,49
2016-04-01,大阪府,-,-,-,大型,-,,175
2016-04-01,兵庫県,-,-,-,大型,-,,79
2016-04-01,奈良県,-,-,-,大型,-,,28
2016-04-01,和歌山県,-,-,-,大型,-,,11
2016-04-01,鳥取県,-,-,-,大型,-,,10
2016-04-01,島根県,-,-,-,大型,-,,11
2016-04-01,岡山県,-,-,-,大型,-,,25
2016-04-01,広島県,-,-,-,大型,-,,41
2016-04-01,山口県,-,-,-,大型,-,,26
2016-04-01,徳島県,-,-,-,大型,-,,5
2016-04-01,香川県,-,-,-,大型,-,,11
2016-04-01,愛媛県,-,-,-,大型,-,,14
2016-04-01,高知県,-,-,-,大型,-,,7
2016-04-01,福岡県,-,-,-,大型,-,,89
2016-04-01,佐賀県,-,-,-,大型,-,,14
2016-04-01,長崎県,-,-,-,大型,-,,19
2016-04-01,熊本県,-,-,-,大型,-,,33
2016-04-01,大分県,-,-,-,大型,-,,29
2016-04-01,宮崎県,-,-,-,大型,-,,15
2016-04-01,鹿児島県,-,-,-,大型,-,,26
2016-04-01,沖縄県,-,-,-,大型,-,,32
2016-05-01,北海道,-,-,-,大型,-,,89
2016-05-01,青森県,-,-,-,大型,-,,26
2016-05-01,岩手県,-,-,-,大型,-,,23
2016-05-01,宮城県,-,-,-,大型,-,,25
2016-05-01,秋田県,-,-,-,大型,-,,20
2016-05-01,山形県,-,-,-,大型,-,,9
2016-05-01,福島県,-,-,-,大型,-,,22
2016-05-01,茨城県,-,-,-,大型,-,,30
2016-05-01,栃木県,-,-,-,大型,-,,22
2016-05-01,群馬県,-,-,-,大型,-,,36
2016-05-01,埼玉県,-,-,-,大型,-,,80
2016-05-01,千葉県,-,-,-,大型,-,,96
2016-05-01,東京都,-,-,-,大型,-,,130
2016-05-01,神奈川県,-,-,-,大型,-,,94
2016-05-01,新潟県,-,-,-,大型,-,,31
2016-05-01,山梨県,-,-,-,大型,-,,10
2016-05-01,長野県,-,-,-,大型,-,,37
2016-05-01,富山県,-,-,-,大型,-,,15
2016-05-01,石川県,-,-,-,大型,-,,18
2016-05-01,福井県,-,-,-,大型,-,,11
2016-05-01,岐阜県,-,-,-,大型,-,,37
2016-05-01,静岡県,-,-,-,大型,-,,27
2016-05-01,愛知県,-,-,-,大型,-,,113
2016-05-01,三重県,-,-,-,大型,-,,39
2016-05-01,滋賀県,-,-,-,大型,-,,44
2016-05-01,京都府,-,-,-,大型,-,,49
2016-05-01,大阪府,-,-,-,大型,-,,176
2016-05-01,兵庫県,-,-,-,大型,-,,78
2016-05-01,奈良県,-,-,-,大型,-,,28
2016-05-01,和歌山県,-,-,-,大型,-,,11
2016-05-01,鳥取県,-,-,-,大型,-,,10
2016-05-01,島根県,-,-,-,大型,-,,12
2016-05-01,岡山県,-,-,-,大型,-,,25
2016-05-01,広島県,-,-,-,大型,-,,41
2016-05-01,山口県,-,-,-,大型,-,,26
2016-05-01,徳島県,-,-,-,大型,-,,5
2016-05-01,香川県,-,-,-,大型,-,,11
2016-05-01,愛媛県,-,-,-,大型,-,,14
2016-05-01,高知県,-,-,-,大型,-,,7
2016-05-01,福岡県,-,-,-,大型,-,,89
2016-05-01,佐賀県,-,-,-,大型,-,,14
2016-05-01,長崎県,-,-,-,大型,-,,19
2016-05-01,熊本県,-,-,-,大型,-,,33
2016-05-01,大分県,-,-,-,大型,-,,29
2016-05-01,宮崎県,-,-,-,大型,-,,15
2016-05-01,鹿児島県,-,-,-,大型,-,,26
2016-05-01,沖縄県,-,-,-,大型,-,,32
2016-06-01,北海道,-,-,-,大型,-,,89
2016-06-01,青森県,-,-,-,大型,-,,26
2016-06-01,岩手県,-,-,-,大型,-,,23
2016-06-01,宮城県,-,-,-,大型,-,,24
2016-06-01,秋田県,-,-,-,大型,-,,20
2016-06-01,山形県,-,-,-,大型,-,,9
2016-06-01,福島県,-,-,-,大型,-,,22
2016-06-01,茨城県,-,-,-,大型,-,,30
2016-06-01,栃木県,-,-,-,大型,-,,22
2016-06-01,群馬県,-,-,-,大型,-,,34
2016-06-01,埼玉県,-,-,-,大型,-,,80
2016-06-01,千葉県,-,-,-,大型,-,,97
2016-06-01,東京都,-,-,-,大型,-,,130
2016-06-01,神奈川県,-,-,-,大型,-,,94
2016-06-01,新潟県,-,-,-,大型,-,,32
2016-06-01,山梨県,-,-,-,大型,-,,10
2016-06-01,長野県,-,-,-,大型,-,,37
2016-06-01,富山県,-,-,-,大型,-,,15
2016-06-01,石川県,-,-,-,大型,-,,18
2016-06-01,福井県,-,-,-,大型,-,,11
2016-06-01,岐阜県,-,-,-,大型,-,,37
2016-06-01,静岡県,-,-,-,大型,-,,27
2016-06-01,愛知県,-,-,-,大型,-,,113
2016-06-01,三重県,-,-,-,大型,-,,39
2016-06-01,滋賀県,-,-,-,大型,-,,44
2016-06-01,京都府,-,-,-,大型,-,,49
2016-06-01,大阪府,-,-,-,大型,-,,176
2016-06-01,兵庫県,-,-,-,大型,-,,78
2016-06-01,奈良県,-,-,-,大型,-,,28
2016-06-01,和歌山県,-,-,-,大型,-,,11
2016-06-01,鳥取県,-,-,-,大型,-,,10
2016-06-01,島根県,-,-,-,大型,-,,12
2016-06-01,岡山県,-,-,-,大型,-,,24
2016-06-01,広島県,-,-,-,大型,-,,41
2016-06-01,山口県,-,-,-,大型,-,,26
2016-06-01,徳島県,-,-,-,大型,-,,5
2016-06-01,香川県,-,-,-,大型,-,,11
2016-06-01,愛媛県,-,-,-,大型,-,,14
2016-06-01,高知県,-,-,-,大型,-,,7
2016-06-01,福岡県,-,-,-,大型,-,,89
2016-06-01,佐賀県,-,-,-,大型,-,,14
